SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
BHAGYAPROP, EQ, 09-Apr-2019,29,29.4,32.4,28.5,31,30.7,30.06,77868,23.41,272,15078,19.36
BHANDARI, EQ, 09-Apr-2019,2,2.05,2.05,2,2,2,2.03,82908,1.69,61,40073,48.33
BHARATFIN, EQ, 09-Apr-2019,1102.15,1102.15,1112.5,1090,1109.5,1109.05,1100.53,706292,7772.98,22042,411976,58.33
BHARATFORG, EQ, 09-Apr-2019,503.4,502,509.35,500,507,507.45,504.44,414882,2092.84,11113,112964,27.23
BHARATGEAR, EQ, 09-Apr-2019,155.85,153.6,157.05,153.1,153.1,153.45,154.28,5885,9.08,280,3451,58.64
BHARATRAS, EQ, 09-Apr-2019,4508.25,4508.25,4575.05,4471,4520,4502.25,4519.37,1624,73.39,649,994,61.21
BHARATWIRE, EQ, 09-Apr-2019,56.25,56.05,56.9,55.05,55.8,55.75,55.91,13510,7.55,190,10912,80.77
BHARTIARTL, EQ, 09-Apr-2019,354.95,358.55,361,341.5,350.8,351.6,348.74,9079248,31662.66,110697,1769890,19.49
BHEL, EQ, 09-Apr-2019,72.6,73,73.15,71.1,72,71.65,71.62,17283821,12379.36,33534,7092497,41.04
BIGBLOC, EQ, 09-Apr-2019,34.95,33.5,34.95,33.5,34.9,34.9,34.88,121,0.04,5,121,100
BIL, EQ, 09-Apr-2019,288.55,287.95,287.95,280.05,282,285.05,283.55,13176,37.36,221,2392,18.15
BILENERGY, BE, 09-Apr-2019,4.25,4.45,4.45,4.45,4.45,4.45,4.45,296208,13.18,58, -, -
BINANIIND, BE, 09-Apr-2019,37.15,37.95,38,36.8,37.6,37.05,37.4,5465,2.04,61, -, -
BINDALAGRO, EQ, 09-Apr-2019,16.05,15.9,16.25,15.55,15.7,15.75,15.77,7131,1.12,92,5590,78.39
BIOCON, EQ, 09-Apr-2019,606.7,607,619.9,603.55,619.05,618.8,614.15,1624259,9975.32,40960,842691,51.88
BIOFILCHEM, BE, 09-Apr-2019,7.75,7.7,7.7,7.4,7.4,7.4,7.42,4536,0.34,4, -, -
BIRLACABLE, EQ, 09-Apr-2019,147.5,148.35,148.35,143.4,144.05,144.85,144.99,46164,66.93,1293,27219,58.96
BIRLACORPN, EQ, 09-Apr-2019,514.9,512.3,519.1,496.1,505,504.65,506.57,51845,262.63,2718,32176,62.06
BIRLAMONEY, EQ, 09-Apr-2019,49.95,50.8,52.25,48.8,52,51.95,50.87,162837,82.83,1115,83912,51.53
BKMINDST, BE, 09-Apr-2019,5.6,5.35,5.35,5.35,5.35,5.35,5.35,3385,0.18,11, -, -
BLBLIMITED, EQ, 09-Apr-2019,4.9,4.9,5.05,4.85,5.05,5.05,4.95,1664,0.08,13,1182,71.03
BLISSGVS, EQ, 09-Apr-2019,175.9,176.1,178.9,175.45,178,177.95,177.31,636939,1129.35,4085,179149,28.13
BLKASHYAP, EQ, 09-Apr-2019,19.65,19.65,19.9,19.25,19.45,19.4,19.54,62820,12.28,247,48516,77.23
BLS, EQ, 09-Apr-2019,139.45,140,140.55,132.75,133.5,134.55,135.72,76251,103.49,1871,45337,59.46
BLUECOAST, EQ, 09-Apr-2019,38.5,38.5,38.5,37,37,37,37.15,973,0.36,16,973,100
BLUEDART, EQ, 09-Apr-2019,3358.85,3318,3350,3252,3281,3273.05,3294.35,3300,108.71,1130,2160,65.45
BLUEDART, N3, 09-Apr-2019,10.07,10.09,10.09,10.05,10.07,10.07,10.08,15033,1.51,3,15033,100
BLUESTARCO, EQ, 09-Apr-2019,693.05,693,694.7,682.1,685.5,687.2,688.51,23148,159.38,1573,15339,66.26
BODALCHEM, EQ, 09-Apr-2019,121.5,121.5,123.8,120,120.25,120.65,121.55,110843,134.73,1580,46532,41.98
BOHRA, SM, 09-Apr-2019,8.6,8.95,9,8.9,9,9,8.94,8000,0.72,4,8000,100
BOMDYEING, EQ, 09-Apr-2019,137.3,137.2,137.2,133.6,136,136.1,135.38,1056766,1430.67,9555,269502,25.5
BOROSIL, EQ, 09-Apr-2019,215.3,216.9,218.5,213,215.9,214.7,215.42,41490,89.38,1092,28364,68.36
BOSCHLTD, EQ, 09-Apr-2019,17994.95,18014.95,18015,17729.95,17849.9,17856.75,17830.05,8785,1566.37,4005,4060,46.22
BPCL, EQ, 09-Apr-2019,351,346.5,357.4,345.05,355.6,356.3,353.28,4946892,17476.35,72086,817768,16.53
BPL, EQ, 09-Apr-2019,26.6,26.75,26.75,26.15,26.4,26.35,26.36,66952,17.65,520,44014,65.74
BRFL, EQ, 09-Apr-2019,9.2,9.1,9.2,8.9,9.1,9.05,9.06,10678,0.97,54,9493,88.9
BRIGADE, EQ, 09-Apr-2019,245.05,247.45,251,246.05,248,248.15,248.45,65668,163.15,2402,29672,45.18
BRITANNIA, EQ, 09-Apr-2019,2971.5,2973.1,2988.75,2942.5,2967.85,2962.9,2963,350181,10375.86,23999,207401,59.23
BRNL, EQ, 09-Apr-2019,117.9,115.1,128.8,114.1,123.5,122.85,123.26,65771,81.07,1280,22458,34.15
BROOKS, EQ, 09-Apr-2019,54.75,54.25,55.55,53.65,53.85,53.95,54.25,16885,9.16,182,10368,61.4
BSE, EQ, 09-Apr-2019,619.15,619.15,623.3,611.1,621.95,621.95,620.33,125180,776.53,3858,100414,80.22
BSELINFRA, EQ, 09-Apr-2019,2.05,2.05,2.1,1.9,2,2.05,2.04,14616,0.3,50,9884,67.62
BSHSL, SM, 09-Apr-2019,125,125,125,125,125,125,125,1000,1.25,1,1000,100
BSL, EQ, 09-Apr-2019,43.15,42.95,43.4,42.45,43.15,42.75,42.72,2803,1.2,45,1444,51.52
BSLGOLDETF, EQ, 09-Apr-2019,2950,2950,2968,2950,2960.05,2960.05,2959.05,123,3.64,9,105,85.37
BSLNIFTY, EQ, 09-Apr-2019,117.99,117.99,121,117.55,119,118.23,119.46,230,0.27,22,117,50.87
BSOFT, EQ, 09-Apr-2019,101.45,101.5,102.3,100.4,101,100.95,101.02,448207,452.76,4986,212595,47.43
BURNPUR, BE, 09-Apr-2019,3.1,3.1,3.1,3,3.05,3,3.04,49319,1.5,72, -, -
BUTTERFLY, EQ, 09-Apr-2019,193.9,194,194.55,190.9,191.75,191.75,191.89,19894,38.17,403,14548,73.13
BYKE, EQ, 09-Apr-2019,29.05,28.8,29.25,27.8,27.95,27.95,28.24,97904,27.65,827,75634,77.25
CADILAHC, EQ, 09-Apr-2019,342.45,342.5,344.5,339.05,341.5,341.6,341.52,445165,1520.33,9713,120818,27.14
CADSYS, SM, 09-Apr-2019,48.1,47.1,47.1,47.1,47.1,47.1,47.1,20000,9.42,2,20000,100
CALSOFT, EQ, 09-Apr-2019,23.85,22.75,24.3,21.5,22.05,22,22.35,43036,9.62,231,26111,60.67
CAMLINFINE, EQ, 09-Apr-2019,48,48.35,48.8,47.2,48.4,48.5,48.01,119298,57.27,1025,49161,41.21
CANBK, EQ, 09-Apr-2019,273.7,274.75,288.5,272.2,286.75,286.9,280.14,8559328,23977.72,66080,1126085,13.16
CANDC, BZ, 09-Apr-2019,9.65,9.2,9.5,9.2,9.25,9.2,9.2,42672,3.93,75, -, -
CANFINHOME, EQ, 09-Apr-2019,361.8,363,364.05,349.15,353.5,354.3,353.67,1647653,5827.17,22232,254362,15.44
CANTABIL, EQ, 09-Apr-2019,273.05,278.95,278.95,269,276,271.4,273.06,10498,28.67,398,5878,55.99
CAPACITE, EQ, 09-Apr-2019,238.3,236.55,243,236,241,240.95,240.31,60498,145.39,1930,31291,51.72
CAPLIPOINT, EQ, 09-Apr-2019,386.4,389.9,394.8,378.7,381.7,381.35,384.05,37575,144.31,1314,20922,55.68
CAPTRUST, EQ, 09-Apr-2019,212.55,210.05,212,207.65,207.65,207.65,209.72,311,0.65,16,290,93.25
CARBORUNIV, EQ, 09-Apr-2019,388.2,386.75,387,379,380,381.15,380.27,462338,1758.12,3503,416110,90
CAREERP, EQ, 09-Apr-2019,75.35,76,76,73.1,73.55,73.65,73.92,9006,6.66,174,6807,75.58
CARERATING, EQ, 09-Apr-2019,989.6,988.3,992,988.3,989.45,990,989.79,8882,87.91,1836,6977,78.55
CASTEXTECH, EQ, 09-Apr-2019,1,1,1,0.9,0.95,0.95,0.95,119247,1.14,89,84302,70.7
CASTROLIND, EQ, 09-Apr-2019,170.1,170,170,166.1,166.5,166.5,167.43,657712,1101.18,7639,234564,35.66
CCHHL, EQ, 09-Apr-2019,6.6,6.8,6.8,6.35,6.4,6.45,6.45,28795,1.86,122,24459,84.94
CCL, EQ, 09-Apr-2019,280.8,283.9,283.9,274.15,275.95,278.1,279.82,24801,69.4,806,17194,69.33
CDSL, EQ, 09-Apr-2019,233,232.2,237.95,231.5,237,236.05,234.23,112447,263.39,2285,68951,61.32
CEATLTD, EQ, 09-Apr-2019,1105.15,1097.15,1102.2,1075,1092,1093.65,1086.2,613392,6662.64,16403,55344,9.02
CEBBCO, EQ, 09-Apr-2019,19.4,20,20,18.5,19.4,19.5,19.16,24693,4.73,83,19743,79.95
CELEBRITY, EQ, 09-Apr-2019,9,9,9.25,8.8,9,9,8.9,1821,0.16,40,1628,89.4
CELESTIAL, EQ, 09-Apr-2019,6.05,6.25,6.25,5.6,5.8,5.8,5.8,43370,2.51,122,24209,55.82
CENTENKA, EQ, 09-Apr-2019,240.05,241.2,241.5,237.5,238.75,239.7,239.22,19594,46.87,546,11475,58.56
CENTEXT, EQ, 09-Apr-2019,5.9,5.85,5.9,5.8,5.8,5.85,5.86,70541,4.13,113,56902,80.67
CENTRALBK, EQ, 09-Apr-2019,34.8,34.9,34.95,34.3,34.55,34.6,34.61,473141,163.76,1939,165719,35.03
CENTRUM, EQ, 09-Apr-2019,34.15,34.35,34.5,33.8,34,34,34.05,61850,21.06,235,41736,67.48
CENTUM, EQ, 09-Apr-2019,470.65,471.9,471.9,456.55,460.75,461.7,464.17,4561,21.17,374,2877,63.08
CENTURYPLY, EQ, 09-Apr-2019,204.05,207,207,201.5,202.5,203.1,204.29,252455,515.73,6640,192039,76.07
CENTURYTEX, EQ, 09-Apr-2019,903.7,899,901.75,871.95,888,889.9,883.26,768564,6788.43,30830,181414,23.6
CERA, EQ, 09-Apr-2019,2902.85,2856.7,2900,2834.9,2875,2880.3,2862.4,2819,80.69,697,1356,48.1
CEREBRAINT, EQ, 09-Apr-2019,27,26.7,27.25,26.55,26.6,26.75,26.84,56855,15.26,248,46874,82.44
CES1RPG, MF, 09-Apr-2019,9.8,9.53,9.65,9.5,9.5,9.58,9.62,101000,9.71,22,101000,100
CESC, EQ, 09-Apr-2019,733,732.9,743.05,725.3,730,729.35,732.28,428387,3136.98,9390,211077,49.27
CESCVENT, EQ, 09-Apr-2019,601.05,602,609.9,600,600,602.7,604.92,13881,83.97,996,11808,85.07
CGCL, EQ, 09-Apr-2019,179.9,180.1,192,180.1,186,185.55,185.95,887190,1649.76,6403,329716,37.16
CGPOWER, EQ, 09-Apr-2019,38.7,38.9,39.5,38.05,39.3,39.2,38.75,5036134,1951.61,13143,584207,11.6
CHALET, EQ, 09-Apr-2019,323.9,326.6,326.6,315,316.05,316.9,318.2,5066,16.12,439,2352,46.43
CHAMBLFERT, EQ, 09-Apr-2019,162.9,162.9,163.55,161.9,162.5,162.7,162.45,191353,310.84,2636,157098,82.1
CHEMFAB, EQ, 09-Apr-2019,147.15,146.1,148.8,146.05,146.05,147.75,147.74,2084,3.08,54,1684,80.81
CHENNPETRO, EQ, 09-Apr-2019,252.45,249,257,246.25,253.5,254.1,252.3,1116471,2816.83,17973,52773,4.73
CHOLAFIN, EQ, 09-Apr-2019,1471.4,1472,1489,1451,1485.8,1482.45,1467.19,209555,3074.57,18845,78294,37.36
CHOLAHLDNG, EQ, 09-Apr-2019,492.15,491,497.9,486,492.15,494.9,494.33,9862,48.75,1325,7231,73.32
CHROMATIC, EQ, 09-Apr-2019,1.1,1.1,1.15,1,1,1,1.06,291686,3.08,78,191711,65.73
CIGNITITEC, EQ, 09-Apr-2019,385.55,390,391.5,381.3,387,388.45,388.38,28084,109.07,575,15106,53.79
CIMMCO, EQ, 09-Apr-2019,34.35,35.25,35.5,33.95,34.05,34.4,34.76,8698,3.02,161,4538,52.17
CINELINE, EQ, 09-Apr-2019,43.5,44.35,44.45,43.35,43.8,43.65,43.83,6312,2.77,121,5308,84.09
CINEVISTA, BE, 09-Apr-2019,5.75,5.8,5.8,5.8,5.8,5.8,5.8,500,0.03,1, -, -
CIPLA, EQ, 09-Apr-2019,525.4,526.25,534.5,525.4,531.5,532,530.35,2301681,12206.97,38666,995734,43.26
CLEDUCATE, EQ, 09-Apr-2019,121.55,121.9,125,121.75,122.25,122.4,123.23,2352,2.9,322,1511,64.24
CLNINDIA, EQ, 09-Apr-2019,348,344.55,349.15,342.05,342.5,343.75,345.57,7530,26.02,409,5620,74.63
CMICABLES, EQ, 09-Apr-2019,138.45,138.95,139.4,135.1,137.3,137.2,136.71,35777,48.91,837,22176,61.98
CNOVAPETRO, EQ, 09-Apr-2019,17,16.75,18.1,16.75,17.9,17.45,17.51,30885,5.41,51,3939,12.75
COALINDIA, EQ, 09-Apr-2019,232.95,233,239.5,232.3,239.25,238.4,236.7,9383394,22210.22,80375,6799815,72.47
COCHINSHIP, EQ, 09-Apr-2019,394.2,392.05,408.55,391.5,402,403.55,402.67,184961,744.78,8290,76674,41.45
COFFEEDAY, EQ, 09-Apr-2019,276.4,279,280.1,274.2,275,276.25,276.94,123610,342.33,4385,45478,36.79
COLPAL, EQ, 09-Apr-2019,1219.9,1225.9,1234.8,1216,1234.8,1230.8,1223.43,256169,3134.04,9171,129316,50.48
COMPINFO, EQ, 09-Apr-2019,17.7,17.9,18.2,17.7,18.2,18,17.91,11745,2.1,252,5100,43.42
COMPUSOFT, EQ, 09-Apr-2019,9.1,9.1,10,9.1,9.5,9.5,9.66,17546,1.69,62,11687,66.61
CONCOR, EQ, 09-Apr-2019,516.55,516,522,506.4,518,519.35,514.31,373410,1920.5,12821,100470,26.91
CONSOFINVT, EQ, 09-Apr-2019,44.95,45,45.05,44.35,44.55,44.55,44.75,297,0.13,7,272,91.58
CONTROLPR, EQ, 09-Apr-2019,273.25,272.95,272.95,268.05,268.05,269.1,269.69,2118,5.71,166,1700,80.26
CORALFINAC, EQ, 09-Apr-2019,18.1,17.95,18.65,17.2,17.3,17.5,17.98,12653,2.28,134,11310,89.39
CORDSCABLE, EQ, 09-Apr-2019,65.05,64.65,65.45,64.1,64.75,64.75,64.61,6156,3.98,107,4366,70.92
COROMANDEL, EQ, 09-Apr-2019,457.4,459.4,459.4,434.2,441.7,441,441.29,678521,2994.26,15345,414223,61.05
CORPBANK, EQ, 09-Apr-2019,28.35,28.35,28.5,27.9,28.25,28.25,28.15,354735,99.86,1376,210466,59.33
COSMOFILMS, EQ, 09-Apr-2019,196.85,196.85,196.85,192,193.5,194.6,193.5,21066,40.76,336,17194,81.62
COUNCODOS, EQ, 09-Apr-2019,2.35,2.25,2.35,2.25,2.3,2.3,2.26,38533,0.87,17,34503,89.54
COX&KINGS, EQ, 09-Apr-2019,140,142.1,143.4,138.7,138.85,139.85,141.22,176302,248.97,5394,73953,41.95
CPSEETF, EQ, 09-Apr-2019,26.74,26.73,27.06,26.61,27.03,27.01,26.95,22214115,5987.01,8907,20595381,92.71
CREDITACC, EQ, 09-Apr-2019,536.7,536,547.6,528,540,543.35,542.01,618364,3351.61,8821,562502,90.97
CREST, EQ, 09-Apr-2019,130,131.35,131.35,128.2,129.5,129.3,129.1,1656,2.14,66,1440,86.96
CRISIL, EQ, 09-Apr-2019,1466.9,1475,1475.1,1436.3,1446,1445.65,1462,7429,108.61,1819,4145,55.79
CROMPTON, EQ, 09-Apr-2019,226.85,226.75,226.75,221,222.75,224.05,223.29,549113,1226.1,19409,312171,56.85
CTE, EQ, 09-Apr-2019,45,45.95,45.95,44.15,44.25,44.25,44.48,4554,2.03,64,2587,56.81
CUB, EQ, 09-Apr-2019,199.95,199.9,202.5,198,201.4,200.7,199.79,237607,474.71,4976,125846,52.96
CUBEXTUB, EQ, 09-Apr-2019,14.8,14.05,14.15,13.65,14,14,13.9,2800,0.39,12,2739,97.82
CUMMINSIND, EQ, 09-Apr-2019,709.45,713.85,745.2,708,741.65,740.5,732.27,702939,5147.4,22040,309155,43.98
CUPID, EQ, 09-Apr-2019,139.2,140,140.05,138.05,138.3,138.3,138.6,8888,12.32,263,6213,69.9
CYBERTECH, EQ, 09-Apr-2019,44.8,44.25,44.45,43.35,43.6,43.7,43.92,6478,2.85,79,3872,59.77
CYIENT, EQ, 09-Apr-2019,603.75,603.75,604,594.3,599.35,597.25,599.25,248342,1488.19,21718,142958,57.56
DAAWAT, EQ, 09-Apr-2019,37.35,37.3,37.35,36.4,36.95,36.95,36.85,423904,156.19,1908,230618,54.4
DABUR, EQ, 09-Apr-2019,401.1,402,404.55,400,404.15,403.65,402.32,1468121,5906.58,39636,821638,55.97
DALBHARAT, EQ, 09-Apr-2019,1089.2,1095.05,1103.75,1061.25,1066.25,1068.5,1083.46,85018,921.13,6951,73875,86.89
DALMIASUG, EQ, 09-Apr-2019,114.75,115.25,117.8,113.6,115.8,116.1,116.34,207625,241.55,2400,59495,28.66
DAMODARIND, EQ, 09-Apr-2019,42.45,43.6,43.8,42.6,43,42.8,42.81,13368,5.72,23,12063,90.24
DATAMATICS, EQ, 09-Apr-2019,103,103,103.95,101.75,102.9,102.65,102.78,31429,32.3,519,15915,50.64
DBCORP, EQ, 09-Apr-2019,197.15,198.9,198.9,192,192,195.7,195.59,38874,76.04,1261,30282,77.9
DBL, EQ, 09-Apr-2019,618.75,624,624.6,603.5,611,609.45,609.83,149360,910.84,5980,61149,40.94
DBREALTY, EQ, 09-Apr-2019,18.55,18.6,18.95,18.1,18.5,18.55,18.53,249614,46.25,3347,154501,61.9
DBSTOCKBRO, EQ, 09-Apr-2019,7.8,7.8,7.8,7.8,7.8,7.8,7.8,5,0,1,5,100
DCAL, EQ, 09-Apr-2019,229.9,230.5,232.75,227.35,228,229.1,229.22,43621,99.99,1931,28985,66.45
DCBBANK, EQ, 09-Apr-2019,198.1,198,198.75,194.45,197.8,197.4,196.33,859884,1688.23,9440,109345,12.72
DCM, EQ, 09-Apr-2019,59.45,59.5,60,58.5,58.7,58.7,59.18,3118,1.85,92,1768,56.7
DCMSHRIRAM, EQ, 09-Apr-2019,404.5,407.9,408,401.1,406.5,406.3,405.54,63309,256.75,6335,43518,68.74
DCW, EQ, 09-Apr-2019,19.5,19.6,19.8,19.25,19.6,19.6,19.56,116416,22.77,513,79160,68
DECCANCE, EQ, 09-Apr-2019,416.7,430.95,431,407.55,408,408.15,413.37,3436,14.2,238,2761,80.36
DEEPAKFERT, EQ, 09-Apr-2019,131.95,131.75,134.75,130.1,133.3,133.35,132.03,58464,77.19,966,32503,55.59
DEEPAKNTR, EQ, 09-Apr-2019,272.2,271.7,273.85,268.75,269.45,270.5,270.97,86101,233.31,3726,44835,52.07
DEEPIND, EQ, 09-Apr-2019,141.85,142.25,142.85,138.65,140.2,140.45,140.46,24929,35.02,888,9934,39.85
DELTACORP, EQ, 09-Apr-2019,263.4,267,268.8,258.85,261,262.1,263.44,2159546,5689.04,29118,496838,23.01
DELTAMAGNT, EQ, 09-Apr-2019,73.25,73.25,74.45,70.55,74.2,71.95,71.7,369,0.26,33,143,38.75
DEN, EQ, 09-Apr-2019,68.45,69.5,69.5,68,68,68.25,68.41,15444,10.57,364,7018,45.44
DENORA, EQ, 09-Apr-2019,309.3,310.7,315,304.05,313.1,312.5,311.72,4426,13.8,352,3070,69.36
DEVIT, SM, 09-Apr-2019,94.5,95.5,95.5,95.5,95.5,95.5,95.5,1500,1.43,1,1500,100
DFMFOODS, EQ, 09-Apr-2019,224.95,222.7,237.9,222.5,237.85,236.6,231.63,13861,32.11,756,9434,68.06
DHAMPURSUG, EQ, 09-Apr-2019,214.95,214,224.5,212.15,222.95,222.1,219.98,702809,1546.04,11632,221644,31.54
DHANBANK, EQ, 09-Apr-2019,20.55,20.8,20.8,19.15,20.15,20.1,19.81,2438222,483.06,8234,1131537,46.41
DHANUKA, EQ, 09-Apr-2019,394,396.4,397.4,390,390.6,392.65,393.57,7325,28.83,939,4597,62.76
DHARSUGAR, EQ, 09-Apr-2019,11.15,11.4,11.65,10.75,11.4,11.3,11.25,9051,1.02,209,4745,52.43
DHFL, EQ, 09-Apr-2019,161.2,161.6,168.85,154,167.05,167.4,162.31,35063243,56911.56,183956,3192412,9.1
DHFL, N2, 09-Apr-2019,963.11,961.05,961.05,955.01,955.01,955.01,960.41,55,0.53,6,55,100
DHFL, N6, 09-Apr-2019,853,880,880,850.5,850.5,850.5,859.57,43,0.37,6,23,53.49
DHFL, N8, 09-Apr-2019,1006,1007,1025,1007,1025,1025,1015.31,68,0.69,5,48,70.59
DHFL, NA, 09-Apr-2019,870,992,992,949.9,949.9,949.9,990.69,336,3.33,5,336,100
DHFL, NC, 09-Apr-2019,844.16,842.01,862,842.01,860,859.99,859.67,812,6.98,18,612,75.37
DHFL, NF, 09-Apr-2019,1150,1205,1205,1205,1205,1205,1205,1,0.01,1,1,100
DHFL, NL, 09-Apr-2019,1002,1003,1004.85,1002.5,1004.85,1004.85,1003.32,390,3.91,11,290,74.36
DHFL, NP, 09-Apr-2019,861,862,868,840.1,863.9,861.08,860.16,691,5.94,38,461,66.71
DHFL, NQ, 09-Apr-2019,897.23,920,920,878.05,900,900,896.27,305,2.73,13,300,98.36
DHFL, NS, 09-Apr-2019,854.76,855.25,879.99,853,861,861.48,856.1,276,2.36,14,268,97.1
DHFL, NX, 09-Apr-2019,785,858.98,858.98,805,805,805,831.99,2,0.02,2,2,100
DHFL, NY, 09-Apr-2019,856,850,850,850,850,850,850,5,0.04,1,5,100
DHFL, Y1, 09-Apr-2019,911.8,900,900,900,900,900,900,30,0.27,1,30,100
DHUNINV, EQ, 09-Apr-2019,263.2,263.25,279.95,263,279.95,274.95,270.19,588,1.59,57,375,63.78
DIAMONDYD, EQ, 09-Apr-2019,910,905.05,914,895.1,902.1,904.35,900.22,26474,238.32,269,25747,97.25
DIAPOWER, BZ, 09-Apr-2019,1.35,1.4,1.4,1.3,1.3,1.3,1.38,22555,0.31,25, -, -
DICIND, EQ, 09-Apr-2019,350.25,350,352.65,348.95,352.5,352.5,350.82,168,0.59,20,119,70.83
DIGJAMLTD, BE, 09-Apr-2019,4.15,4,4.35,4,4.2,4.1,4.18,9677,0.4,35, -, -
DISHTV, EQ, 09-Apr-2019,38.1,38.3,38.5,37.1,37.6,37.8,37.89,9662929,3660.92,18931,1314946,13.61
DIVISLAB, EQ, 09-Apr-2019,1684.45,1693,1719.75,1685.25,1715.75,1715.85,1706.71,392667,6701.7,26061,126393,32.19
DIXON, EQ, 09-Apr-2019,2385.2,2366.05,2413.5,2366.05,2380,2382.95,2389.04,1990,47.54,499,699,35.13
DLF, EQ, 09-Apr-2019,184.6,186,189.5,183.4,187.6,188.15,186.54,24874709,46402.53,137630,3082158,12.39
DLINKINDIA, EQ, 09-Apr-2019,82.55,83.35,83.4,81.1,81.95,81.85,82.55,25109,20.73,1129,9441,37.6
DMART, EQ, 09-Apr-2019,1481.85,1484,1497,1459,1486.7,1486.2,1478.32,640951,9475.33,30104,264266,41.23
DNAMEDIA, EQ, 09-Apr-2019,1.05,1.05,1.1,1,1,1,1.03,409025,4.22,106,307975,75.29
DOLLAR, EQ, 09-Apr-2019,285.25,285.75,289.15,283.5,288,286.05,284.87,4505,12.83,223,2497,55.43
DOLPHINOFF, EQ, 09-Apr-2019,50.35,52.6,56.8,52.5,52.8,52.9,53.7,854999,459.13,6672,174896,20.46
DONEAR, EQ, 09-Apr-2019,41.65,42.05,42.05,40.55,41,41.05,41.2,20473,8.43,170,11550,56.42
DPSCLTD, EQ, 09-Apr-2019,13.5,13.45,13.45,12.3,12.9,12.8,12.87,14036,1.81,78,9153,65.21
DQE, EQ, 09-Apr-2019,7.2,7.8,8.6,7.6,8.6,8.6,8.34,295066,24.62,903,108298,36.7
DREDGECORP, EQ, 09-Apr-2019,417.9,415.25,421.45,411.3,416.1,416.25,416.15,134967,561.66,4972,19500,14.45
DRREDDY, EQ, 09-Apr-2019,2763.7,2764,2765.95,2736.9,2751.55,2753.3,2748.04,413081,11351.63,29304,234542,56.78
DSSL, EQ, 09-Apr-2019,30.45,30.45,30.45,29.25,29.35,29.35,29.76,3287,0.98,88,1941,59.05
DTIL, EQ, 09-Apr-2019,224.9,221.05,222.55,219.05,222.1,222.1,221.01,24,0.05,8,10,41.67
DUCON, EQ, 09-Apr-2019,13.3,13.55,13.8,12.85,13.3,13.15,13.2,306950,40.53,702,137036,44.64
DVL, EQ, 09-Apr-2019,90.55,91.9,92.5,89.5,90.5,91.35,90.41,4929,4.46,122,3366,68.29
DWARKESH, EQ, 09-Apr-2019,29.05,29.1,30.05,28.8,30.05,29.9,29.6,774630,229.29,1786,360021,46.48
DYNAMATECH, EQ, 09-Apr-2019,1564.05,1560.9,1571.9,1550.15,1571.9,1567.25,1562.92,476,7.44,103,395,82.98
DYNPRO, EQ, 09-Apr-2019,118.1,118.3,119,113.15,115,115.35,115.75,15871,18.37,187,13898,87.57
E2E, SM, 09-Apr-2019,44.2,44.1,44.1,44.1,44.1,44.1,44.1,2000,0.88,1,2000,100
EASTSILK, BE, 09-Apr-2019,2.1,2,2.2,2,2,2,2.04,5418,0.11,26, -, -
EASUNREYRL, EQ, 09-Apr-2019,9,9,9.35,8.75,8.8,8.9,9.02,25779,2.33,83,21897,84.94
EBANK, EQ, 09-Apr-2019,3625,3600,3600,2800,3450,3366,3224.37,75,2.42,27,56,74.67
ECEIND, EQ, 09-Apr-2019,369.85,369.9,369.9,358,360.05,361.95,364.36,6204,22.6,256,3329,53.66
ECLERX, EQ, 09-Apr-2019,1128.6,1129.1,1132.9,1126.6,1128.8,1128.35,1128.63,8831,99.67,1900,7293,82.58
ECLFINANCE, N5, 09-Apr-2019,1023.9,1023,1023,1020,1020,1020,1020.42,132,1.35,5,132,100
ECLFINANCE, N7, 09-Apr-2019,1750,1838,1838,1838,1838,1838,1838,55,1.01,1,55,100
ECLFINANCE, NB, 09-Apr-2019,1001,1000,1000,1000,1000,1000,1000,15,0.15,1,15,100
ECLFINANCE, NG, 09-Apr-2019,945.55,996,996,989,989,991.8,991.8,50,0.5,2,50,100
ECLFINANCE, NH, 09-Apr-2019,995,995,995,995,995,995,995,25,0.25,1,25,100
ECLFINANCE, NI, 09-Apr-2019,1000,1008,1008,1008,1008,1008,1008,10,0.1,1,10,100
ECLFINANCE, NK, 09-Apr-2019,977.5,992.9,993,992.9,993,992.95,992.95,4,0.04,2,2,50
ECLFINANCE, NM, 09-Apr-2019,988,990,990,990,990,990,990,10,0.1,1,10,100
ECLFINANCE, NN, 09-Apr-2019,1000.6,1000,1000,1000,1000,1000,1000,5,0.05,1,5,100
ECLFINANCE, NO, 09-Apr-2019,1000,1001,1001,1001,1001,1001,1001,100,1,1,100,100
ECLFINANCE, NP, 09-Apr-2019,999.97,1000,1004.32,1000,1004.32,1004.32,1002.05,190,1.9,4,190,100
ECLFINANCE, NR, 09-Apr-2019,1013.5,1013.8,1020,1009,1015,1014.76,1011.95,570,5.77,14,568,99.65
EDELWEISS, EQ, 09-Apr-2019,191.2,190.9,191.9,185.5,186.35,186.15,187.23,1170023,2190.69,19277,642074,54.88
EDL, BZ, 09-Apr-2019,7.2,7.25,7.5,6.85,7.1,7.1,7.07,17789,1.26,55, -, -
